i,j,similarity,dataset_i,dataset_j,level_i,level_j,same_corpus,pair_id_i,pair_id_j
5158,5641,0.899,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_611,deplain_611
5161,5644,0.8763,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_614,deplain_614
5162,5645,0.8903,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_615,deplain_615
5165,5648,0.8965,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_618,deplain_618
5167,5650,0.8533,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_620,deplain_620
5170,5653,0.877,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_623,deplain_623
5173,5656,0.8612,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_626,deplain_626
5175,5658,0.88,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_628,deplain_628
5187,5670,0.8577,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_640,deplain_640
5191,5674,0.8682,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_644,deplain_644
5192,5675,0.8675,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_645,deplain_645
5194,5677,0.8692,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_647,deplain_647
5197,5680,0.8577,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_650,deplain_650
5201,5684,0.882,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_654,deplain_654
5205,5688,0.8591,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_658,deplain_658
5206,5689,0.9076,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_659,deplain_659
5208,5691,0.8827,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_661,deplain_661
5214,5697,0.862,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_667,deplain_667
5216,5699,0.8647,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_669,deplain_669
5226,5709,0.8562,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_679,deplain_679
5231,5714,0.8545,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_684,deplain_684
5240,5723,0.8506,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_693,deplain_693
5243,5726,0.8812,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_696,deplain_696
5247,5730,0.859,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_700,deplain_700
5249,5732,0.8642,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_702,deplain_702
5254,5737,0.8808,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_707,deplain_707
5262,5745,0.8758,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_715,deplain_715
5265,5748,0.8677,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_718,deplain_718
5267,5750,0.8514,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_720,deplain_720
5268,5751,0.8686,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_721,deplain_721
5271,5754,0.8955,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_724,deplain_724
5273,5756,0.8718,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_726,deplain_726
5274,5757,0.9028,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_727,deplain_727
5286,5769,0.8979,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_739,deplain_739
5291,5774,0.8553,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_744,deplain_744
5310,5793,0.856,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_763,deplain_763
5317,5800,0.8855,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_770,deplain_770
5318,5801,0.8757,deplain_apa_doc,deplain_apa_doc,B1,A2,True,deplain_771,deplain_771
