i,j,similarity,dataset_i,dataset_j,level_i,level_j
5262,3819,0.5751,deplain_apa_doc,apa_lha,B1,B1
5263,3916,0.6158,deplain_apa_doc,apa_lha,B1,B1
5264,3891,0.4879,deplain_apa_doc,apa_lha,B1,B1
5265,4058,0.6054,deplain_apa_doc,apa_lha,B1,B1
5266,4003,0.5542,deplain_apa_doc,apa_lha,B1,B1
5267,4077,0.5286,deplain_apa_doc,apa_lha,B1,B1
5268,3986,0.4577,deplain_apa_doc,apa_lha,B1,B1
5269,3756,0.4259,deplain_apa_doc,apa_lha,B1,B1
5270,4014,0.4573,deplain_apa_doc,apa_lha,B1,B1
5271,4047,0.5441,deplain_apa_doc,apa_lha,B1,B1
5272,4067,0.589,deplain_apa_doc,apa_lha,B1,B1
5273,4051,0.5587,deplain_apa_doc,apa_lha,B1,B1
5274,3994,0.4812,deplain_apa_doc,apa_lha,B1,B1
5275,2479,0.4329,deplain_apa_doc,apa_lha,B1,A2
5276,2446,0.4717,deplain_apa_doc,apa_lha,B1,A2
5277,3989,0.5012,deplain_apa_doc,apa_lha,B1,B1
5278,4086,0.5797,deplain_apa_doc,apa_lha,B1,B1
5279,2386,0.656,deplain_apa_doc,apa_lha,B1,A2
5280,2430,0.5536,deplain_apa_doc,apa_lha,B1,A2
5281,4030,0.5136,deplain_apa_doc,apa_lha,B1,B1
5282,4097,0.5804,deplain_apa_doc,apa_lha,B1,B1
5283,4017,0.4794,deplain_apa_doc,apa_lha,B1,B1
5284,3999,0.5435,deplain_apa_doc,apa_lha,B1,B1
5285,4048,0.6377,deplain_apa_doc,apa_lha,B1,B1
5286,4027,0.3762,deplain_apa_doc,apa_lha,B1,B1
5287,4067,0.5126,deplain_apa_doc,apa_lha,B1,B1
5288,3049,0.4059,deplain_apa_doc,apa_lha,B1,A2
5289,4024,0.5391,deplain_apa_doc,apa_lha,B1,B1
5290,3993,0.5468,deplain_apa_doc,apa_lha,B1,B1
5291,4004,0.4829,deplain_apa_doc,apa_lha,B1,B1
5292,4033,0.3834,deplain_apa_doc,apa_lha,B1,B1
5293,4055,0.5352,deplain_apa_doc,apa_lha,B1,B1
5294,4094,0.5511,deplain_apa_doc,apa_lha,B1,B1
5295,4061,0.4635,deplain_apa_doc,apa_lha,B1,B1
5296,4069,0.4695,deplain_apa_doc,apa_lha,B1,B1
5297,4041,0.4781,deplain_apa_doc,apa_lha,B1,B1
5298,2393,0.4479,deplain_apa_doc,apa_lha,B1,A2
5299,4072,0.5491,deplain_apa_doc,apa_lha,B1,B1
5300,3985,0.5325,deplain_apa_doc,apa_lha,B1,B1
5301,2042,0.3864,deplain_apa_doc,apa_lha,B1,A2
5302,4064,0.4388,deplain_apa_doc,apa_lha,B1,B1
5303,4089,0.5231,deplain_apa_doc,apa_lha,B1,B1
5304,4083,0.6305,deplain_apa_doc,apa_lha,B1,B1
5305,3507,0.4683,deplain_apa_doc,apa_lha,B1,B1
5306,4062,0.5912,deplain_apa_doc,apa_lha,B1,B1
5307,4081,0.5529,deplain_apa_doc,apa_lha,B1,B1
5308,2530,0.4134,deplain_apa_doc,apa_lha,B1,A2
5309,3580,0.4249,deplain_apa_doc,apa_lha,B1,B1
5310,4435,0.509,deplain_apa_doc,apa_lha,B1,B1
5311,3941,0.1743,deplain_apa_doc,apa_lha,B1,B1
5312,4482,0.3511,deplain_apa_doc,apa_lha,B1,B1
5313,3991,0.4011,deplain_apa_doc,apa_lha,B1,B1
5314,3929,0.4397,deplain_apa_doc,apa_lha,B1,B1
5315,2052,0.3197,deplain_apa_doc,apa_lha,B1,A2
5316,2261,0.3556,deplain_apa_doc,apa_lha,B1,A2
5317,4055,0.3045,deplain_apa_doc,apa_lha,B1,B1
5318,2004,0.3497,deplain_apa_doc,apa_lha,B1,A2
5319,3288,0.5368,deplain_apa_doc,apa_lha,B1,B1
5320,2386,0.4901,deplain_apa_doc,apa_lha,B1,A2
5321,4737,0.4371,deplain_apa_doc,apa_lha,B1,B1
5322,2763,0.4967,deplain_apa_doc,apa_lha,A2,A2
5323,2665,0.6264,deplain_apa_doc,apa_lha,A2,A2
5324,3076,0.8183,deplain_apa_doc,apa_lha,A2,A2
5325,3624,0.3913,deplain_apa_doc,apa_lha,A2,B1
5326,2920,0.6082,deplain_apa_doc,apa_lha,A2,A2
5327,2893,0.5622,deplain_apa_doc,apa_lha,A2,A2
5328,2703,0.5902,deplain_apa_doc,apa_lha,A2,A2
5329,2886,0.511,deplain_apa_doc,apa_lha,A2,A2
5330,2934,0.7358,deplain_apa_doc,apa_lha,A2,A2
5331,3032,0.5514,deplain_apa_doc,apa_lha,A2,A2
5332,1750,0.5179,deplain_apa_doc,apa_lha,A2,A2
5333,2379,0.427,deplain_apa_doc,apa_lha,A2,A2
5334,2754,0.4933,deplain_apa_doc,apa_lha,A2,A2
5335,2744,0.5141,deplain_apa_doc,apa_lha,A2,A2
5336,2744,0.4488,deplain_apa_doc,apa_lha,A2,A2
5337,3000,0.5266,deplain_apa_doc,apa_lha,A2,A2
5338,3115,0.6305,deplain_apa_doc,apa_lha,A2,A2
5339,4327,0.6106,deplain_apa_doc,apa_lha,A2,B1
5340,2744,0.5884,deplain_apa_doc,apa_lha,A2,A2
5341,2923,0.5612,deplain_apa_doc,apa_lha,A2,A2
5342,2847,0.666,deplain_apa_doc,apa_lha,A2,A2
5343,4375,0.4033,deplain_apa_doc,apa_lha,A2,B1
5344,2857,0.5996,deplain_apa_doc,apa_lha,A2,A2
5345,3115,0.7003,deplain_apa_doc,apa_lha,A2,A2
5346,2731,0.4529,deplain_apa_doc,apa_lha,A2,A2
5347,2740,0.6581,deplain_apa_doc,apa_lha,A2,A2
5348,4762,0.5371,deplain_apa_doc,apa_lha,A2,B1
5349,2934,0.6625,deplain_apa_doc,apa_lha,A2,A2
5350,2636,0.6238,deplain_apa_doc,apa_lha,A2,A2
5351,2790,0.495,deplain_apa_doc,apa_lha,A2,A2
5352,3167,0.5285,deplain_apa_doc,apa_lha,A2,A2
5353,2954,0.5432,deplain_apa_doc,apa_lha,A2,A2
5354,1978,0.4094,deplain_apa_doc,apa_lha,A2,A2
5355,2956,0.6842,deplain_apa_doc,apa_lha,A2,A2
5356,3091,0.5069,deplain_apa_doc,apa_lha,A2,A2
5357,2820,0.4392,deplain_apa_doc,apa_lha,A2,A2
5358,2664,0.5685,deplain_apa_doc,apa_lha,A2,A2
5359,3134,0.5733,deplain_apa_doc,apa_lha,A2,A2
5360,2310,0.4482,deplain_apa_doc,apa_lha,A2,A2
5361,3135,0.6117,deplain_apa_doc,apa_lha,A2,A2
5362,2785,0.6739,deplain_apa_doc,apa_lha,A2,A2
5363,3082,0.4726,deplain_apa_doc,apa_lha,A2,A2
5364,4327,0.6493,deplain_apa_doc,apa_lha,A2,B1
5365,3092,0.5581,deplain_apa_doc,apa_lha,A2,A2
5366,4702,0.6672,deplain_apa_doc,apa_lha,A2,B1
5367,2908,0.5634,deplain_apa_doc,apa_lha,A2,A2
5368,3128,0.589,deplain_apa_doc,apa_lha,A2,A2
5369,1570,0.4531,deplain_apa_doc,apa_lha,A2,A2
5370,1875,0.7021,deplain_apa_doc,apa_lha,A2,A2
5371,4452,0.5469,deplain_apa_doc,apa_lha,A2,B1
5372,4707,0.4372,deplain_apa_doc,apa_lha,A2,B1
5373,3137,0.516,deplain_apa_doc,apa_lha,A2,A2
5374,3215,0.5963,deplain_apa_doc,apa_lha,A2,A2
5375,4627,0.6011,deplain_apa_doc,apa_lha,A2,B1
5376,3120,0.6398,deplain_apa_doc,apa_lha,A2,A2
5377,2922,0.6917,deplain_apa_doc,apa_lha,A2,A2
5378,2824,0.4395,deplain_apa_doc,apa_lha,A2,A2
5379,2863,0.425,deplain_apa_doc,apa_lha,A2,A2
5380,3049,0.6363,deplain_apa_doc,apa_lha,A2,A2
5381,2323,0.709,deplain_apa_doc,apa_lha,A2,A2
5382,3063,0.6781,deplain_apa_doc,apa_lha,A2,A2
5383,4733,0.464,deplain_apa_doc,apa_lha,A2,B1
5384,2899,0.4968,deplain_apa_doc,apa_lha,A2,A2
5385,2762,0.5979,deplain_apa_doc,apa_lha,A2,A2
5386,3983,0.4084,deplain_apa_doc,apa_lha,A2,B1
5387,3059,0.6525,deplain_apa_doc,apa_lha,A2,A2
5388,2677,0.557,deplain_apa_doc,apa_lha,A2,A2
5389,2047,0.3844,deplain_apa_doc,apa_lha,A2,A2
5390,2910,0.5907,deplain_apa_doc,apa_lha,A2,A2
5391,2649,0.4196,deplain_apa_doc,apa_lha,A2,A2
5392,4657,0.5914,deplain_apa_doc,apa_lha,A2,B1
5393,2231,0.6067,deplain_apa_doc,apa_lha,A2,A2
5394,3463,0.4452,deplain_apa_doc,apa_lha,A2,B1
5395,4344,0.4501,deplain_apa_doc,apa_lha,A2,B1
5396,3035,0.5121,deplain_apa_doc,apa_lha,A2,A2
5397,3103,0.4786,deplain_apa_doc,apa_lha,A2,A2
5398,2674,0.5875,deplain_apa_doc,apa_lha,A2,A2
5399,2846,0.6594,deplain_apa_doc,apa_lha,A2,A2
5400,3035,0.6302,deplain_apa_doc,apa_lha,A2,A2
5401,4079,0.3701,deplain_apa_doc,apa_lha,A2,B1
5402,3155,0.5778,deplain_apa_doc,apa_lha,A2,A2
5403,3044,0.3961,deplain_apa_doc,apa_lha,A2,A2
5404,3035,0.6775,deplain_apa_doc,apa_lha,A2,A2
5405,2876,0.4793,deplain_apa_doc,apa_lha,A2,A2
5406,2922,0.6912,deplain_apa_doc,apa_lha,A2,A2
5407,3035,0.6322,deplain_apa_doc,apa_lha,A2,A2
5408,2925,0.6874,deplain_apa_doc,apa_lha,A2,A2
5409,4727,0.3693,deplain_apa_doc,apa_lha,A2,B1
5410,2693,0.5985,deplain_apa_doc,apa_lha,A2,A2
5411,2912,0.6411,deplain_apa_doc,apa_lha,A2,A2
5412,2948,0.5135,deplain_apa_doc,apa_lha,A2,A2
5413,2861,0.4499,deplain_apa_doc,apa_lha,A2,A2
5414,2563,0.5388,deplain_apa_doc,apa_lha,A2,A2
5415,3037,0.4559,deplain_apa_doc,apa_lha,A2,A2
5416,3035,0.6787,deplain_apa_doc,apa_lha,A2,A2
5417,2682,0.5271,deplain_apa_doc,apa_lha,A2,A2
5418,4609,0.5064,deplain_apa_doc,apa_lha,A2,B1
5419,1596,0.5124,deplain_apa_doc,apa_lha,A2,A2
5420,2912,0.7163,deplain_apa_doc,apa_lha,A2,A2
5421,2950,0.5357,deplain_apa_doc,apa_lha,A2,A2
5422,2717,0.6006,deplain_apa_doc,apa_lha,A2,A2
5423,3008,0.5462,deplain_apa_doc,apa_lha,A2,A2
5424,4324,0.491,deplain_apa_doc,apa_lha,A2,B1
5425,2359,0.3931,deplain_apa_doc,apa_lha,A2,A2
5426,1685,0.6802,deplain_apa_doc,apa_lha,A2,A2
5427,2359,0.4573,deplain_apa_doc,apa_lha,A2,A2
5428,4666,0.3863,deplain_apa_doc,apa_lha,A2,B1
5429,4655,0.4254,deplain_apa_doc,apa_lha,A2,B1
5430,2872,0.6058,deplain_apa_doc,apa_lha,A2,A2
5431,4280,0.6318,deplain_apa_doc,apa_lha,A2,B1
5432,2950,0.5884,deplain_apa_doc,apa_lha,A2,A2
5433,2799,0.4674,deplain_apa_doc,apa_lha,A2,A2
5434,1632,0.3827,deplain_apa_doc,apa_lha,A2,A2
5435,2740,0.4564,deplain_apa_doc,apa_lha,A2,A2
5436,2916,0.5738,deplain_apa_doc,apa_lha,A2,A2
5437,2663,0.4828,deplain_apa_doc,apa_lha,A2,A2
5438,2646,0.4817,deplain_apa_doc,apa_lha,A2,A2
5439,2613,0.5214,deplain_apa_doc,apa_lha,A2,A2
5440,3095,0.5811,deplain_apa_doc,apa_lha,A2,A2
5441,4463,0.3657,deplain_apa_doc,apa_lha,A2,B1
5442,4366,0.5065,deplain_apa_doc,apa_lha,A2,B1
5443,2836,0.4657,deplain_apa_doc,apa_lha,A2,A2
5444,3048,0.5308,deplain_apa_doc,apa_lha,A2,A2
5445,2944,0.5162,deplain_apa_doc,apa_lha,A2,A2
5446,3160,0.5343,deplain_apa_doc,apa_lha,A2,A2
5447,2749,0.5662,deplain_apa_doc,apa_lha,A2,A2
5448,4600,0.5659,deplain_apa_doc,apa_lha,A2,B1
5449,2919,0.5275,deplain_apa_doc,apa_lha,A2,A2
5450,2658,0.6334,deplain_apa_doc,apa_lha,A2,A2
5451,1559,0.498,deplain_apa_doc,apa_lha,A2,A2
5452,2734,0.5456,deplain_apa_doc,apa_lha,A2,A2
5453,2618,0.4812,deplain_apa_doc,apa_lha,A2,A2
5454,3013,0.4794,deplain_apa_doc,apa_lha,A2,A2
5455,2933,0.4712,deplain_apa_doc,apa_lha,A2,A2
5456,3097,0.6271,deplain_apa_doc,apa_lha,A2,A2
5457,3111,0.5743,deplain_apa_doc,apa_lha,A2,A2
5458,3206,0.553,deplain_apa_doc,apa_lha,A2,A2
5459,2810,0.7063,deplain_apa_doc,apa_lha,A2,A2
5460,4560,0.5238,deplain_apa_doc,apa_lha,A2,B1
5461,2879,0.5155,deplain_apa_doc,apa_lha,A2,A2
5462,2848,0.4358,deplain_apa_doc,apa_lha,A2,A2
5463,2426,0.4488,deplain_apa_doc,apa_lha,A2,A2
5464,2713,0.4448,deplain_apa_doc,apa_lha,A2,A2
5465,1709,0.505,deplain_apa_doc,apa_lha,A2,A2
5466,1562,0.624,deplain_apa_doc,apa_lha,A2,A2
5467,3180,0.4747,deplain_apa_doc,apa_lha,A2,A2
5468,1817,0.4516,deplain_apa_doc,apa_lha,A2,A2
5469,1686,0.4896,deplain_apa_doc,apa_lha,A2,A2
5470,4327,0.4746,deplain_apa_doc,apa_lha,A2,B1
5471,1734,0.5774,deplain_apa_doc,apa_lha,A2,A2
5472,4208,0.5005,deplain_apa_doc,apa_lha,A2,B1
5473,3068,0.4841,deplain_apa_doc,apa_lha,A2,A2
5474,3241,0.5841,deplain_apa_doc,apa_lha,A2,A2
5475,1545,0.6027,deplain_apa_doc,apa_lha,A2,A2
5476,1663,0.6352,deplain_apa_doc,apa_lha,A2,A2
5477,3471,0.4585,deplain_apa_doc,apa_lha,A2,B1
5478,1624,0.3964,deplain_apa_doc,apa_lha,A2,A2
5479,1579,0.4477,deplain_apa_doc,apa_lha,A2,A2
5480,1819,0.502,deplain_apa_doc,apa_lha,A2,A2
5481,3210,0.4824,deplain_apa_doc,apa_lha,A2,A2
5482,3279,0.4424,deplain_apa_doc,apa_lha,A2,B1
5483,1717,0.4934,deplain_apa_doc,apa_lha,A2,A2
5484,3443,0.4919,deplain_apa_doc,apa_lha,A2,B1
5485,1717,0.5488,deplain_apa_doc,apa_lha,A2,A2
5486,1795,0.4839,deplain_apa_doc,apa_lha,A2,A2
5487,3217,0.5205,deplain_apa_doc,apa_lha,A2,A2
5488,1789,0.4957,deplain_apa_doc,apa_lha,A2,A2
5489,1545,0.7258,deplain_apa_doc,apa_lha,A2,A2
5490,3358,0.4807,deplain_apa_doc,apa_lha,A2,B1
5491,3200,0.4744,deplain_apa_doc,apa_lha,A2,A2
5492,1572,0.4323,deplain_apa_doc,apa_lha,A2,A2
5493,1656,0.5833,deplain_apa_doc,apa_lha,A2,A2
5494,1603,0.423,deplain_apa_doc,apa_lha,A2,A2
5495,2956,0.5113,deplain_apa_doc,apa_lha,A2,A2
5496,1761,0.5034,deplain_apa_doc,apa_lha,A2,A2
5497,1591,0.6688,deplain_apa_doc,apa_lha,A2,A2
5498,1619,0.6762,deplain_apa_doc,apa_lha,A2,A2
5499,1730,0.4557,deplain_apa_doc,apa_lha,A2,A2
5500,4544,0.7491,deplain_apa_doc,apa_lha,A2,B1
5501,2471,0.5022,deplain_apa_doc,apa_lha,A2,A2
5502,3394,0.4703,deplain_apa_doc,apa_lha,A2,B1
5503,1652,0.4672,deplain_apa_doc,apa_lha,A2,A2
5504,1667,0.555,deplain_apa_doc,apa_lha,A2,A2
5505,1737,0.5703,deplain_apa_doc,apa_lha,A2,A2
5506,1723,0.6017,deplain_apa_doc,apa_lha,A2,A2
5507,1606,0.3534,deplain_apa_doc,apa_lha,A2,A2
5508,3386,0.5427,deplain_apa_doc,apa_lha,A2,B1
5509,1766,0.4647,deplain_apa_doc,apa_lha,A2,A2
5510,1766,0.5709,deplain_apa_doc,apa_lha,A2,A2
5511,1600,0.4837,deplain_apa_doc,apa_lha,A2,A2
5512,2767,0.7377,deplain_apa_doc,apa_lha,A2,A2
5513,3049,0.5652,deplain_apa_doc,apa_lha,A2,A2
5514,3177,0.5762,deplain_apa_doc,apa_lha,A2,A2
5515,1559,0.5404,deplain_apa_doc,apa_lha,A2,A2
5516,3274,0.5903,deplain_apa_doc,apa_lha,A2,B1
5517,1599,0.4953,deplain_apa_doc,apa_lha,A2,A2
5518,3185,0.387,deplain_apa_doc,apa_lha,A2,A2
5519,3195,0.4739,deplain_apa_doc,apa_lha,A2,A2
5520,1802,0.4238,deplain_apa_doc,apa_lha,A2,A2
5521,1697,0.5603,deplain_apa_doc,apa_lha,A2,A2
5522,1649,0.6826,deplain_apa_doc,apa_lha,A2,A2
5523,1834,0.4845,deplain_apa_doc,apa_lha,A2,A2
5524,1697,0.7913,deplain_apa_doc,apa_lha,A2,A2
5525,3249,0.6341,deplain_apa_doc,apa_lha,A2,A2
5526,1569,0.583,deplain_apa_doc,apa_lha,A2,A2
5527,3381,0.572,deplain_apa_doc,apa_lha,A2,B1
5528,1751,0.5703,deplain_apa_doc,apa_lha,A2,A2
5529,1748,0.5088,deplain_apa_doc,apa_lha,A2,A2
5530,1615,0.6733,deplain_apa_doc,apa_lha,A2,A2
5531,1762,0.5564,deplain_apa_doc,apa_lha,A2,A2
5532,1753,0.3486,deplain_apa_doc,apa_lha,A2,A2
5533,1559,0.5246,deplain_apa_doc,apa_lha,A2,A2
5534,4636,0.451,deplain_apa_doc,apa_lha,A2,B1
5535,1838,0.6045,deplain_apa_doc,apa_lha,A2,A2
5536,2048,0.5729,deplain_apa_doc,apa_lha,A2,A2
5537,3260,0.4597,deplain_apa_doc,apa_lha,A2,A2
5538,3260,0.4881,deplain_apa_doc,apa_lha,A2,A2
5539,1551,0.6803,deplain_apa_doc,apa_lha,A2,A2
5540,1726,0.5368,deplain_apa_doc,apa_lha,A2,A2
5541,3269,0.5252,deplain_apa_doc,apa_lha,A2,A2
5542,1772,0.5643,deplain_apa_doc,apa_lha,A2,A2
5543,3269,0.5167,deplain_apa_doc,apa_lha,A2,A2
5544,3205,0.5216,deplain_apa_doc,apa_lha,A2,A2
5545,1814,0.5341,deplain_apa_doc,apa_lha,A2,A2
5546,1775,0.5254,deplain_apa_doc,apa_lha,A2,A2
5547,1639,0.5308,deplain_apa_doc,apa_lha,A2,A2
5548,3260,0.5614,deplain_apa_doc,apa_lha,A2,A2
5549,3221,0.4747,deplain_apa_doc,apa_lha,A2,A2
5550,1639,0.6278,deplain_apa_doc,apa_lha,A2,A2
5551,3505,0.5755,deplain_apa_doc,apa_lha,A2,B1
5552,3260,0.4966,deplain_apa_doc,apa_lha,A2,A2
5553,1855,0.5988,deplain_apa_doc,apa_lha,A2,A2
5554,1559,0.5441,deplain_apa_doc,apa_lha,A2,A2
5555,1626,0.4919,deplain_apa_doc,apa_lha,A2,A2
5556,4778,0.4958,deplain_apa_doc,apa_lha,A2,B1
5557,1814,0.459,deplain_apa_doc,apa_lha,A2,A2
5558,1551,0.6112,deplain_apa_doc,apa_lha,A2,A2
5559,3230,0.5088,deplain_apa_doc,apa_lha,A2,A2
5560,2482,0.4857,deplain_apa_doc,apa_lha,A2,A2
5561,2414,0.3407,deplain_apa_doc,apa_lha,A2,A2
5562,3230,0.5136,deplain_apa_doc,apa_lha,A2,A2
5563,1831,0.5665,deplain_apa_doc,apa_lha,A2,A2
5564,1843,0.5605,deplain_apa_doc,apa_lha,A2,A2
5565,1593,0.5241,deplain_apa_doc,apa_lha,A2,A2
5566,3260,0.4545,deplain_apa_doc,apa_lha,A2,A2
5567,1859,0.5116,deplain_apa_doc,apa_lha,A2,A2
5568,1589,0.4499,deplain_apa_doc,apa_lha,A2,A2
5569,1681,0.6141,deplain_apa_doc,apa_lha,A2,A2
5570,2125,0.4866,deplain_apa_doc,apa_lha,A2,A2
5571,2356,0.4861,deplain_apa_doc,apa_lha,A2,A2
5572,1851,0.4434,deplain_apa_doc,apa_lha,A2,A2
5573,1585,0.6558,deplain_apa_doc,apa_lha,A2,A2
5574,1700,0.5844,deplain_apa_doc,apa_lha,A2,A2
5575,2356,0.5085,deplain_apa_doc,apa_lha,A2,A2
5576,1700,0.4642,deplain_apa_doc,apa_lha,A2,A2
5577,3211,0.4336,deplain_apa_doc,apa_lha,A2,A2
5578,1578,0.5589,deplain_apa_doc,apa_lha,A2,A2
5579,3257,0.54,deplain_apa_doc,apa_lha,A2,A2
5580,3257,0.529,deplain_apa_doc,apa_lha,A2,A2
5581,3238,0.4438,deplain_apa_doc,apa_lha,A2,A2
5582,3527,0.5269,deplain_apa_doc,apa_lha,A2,B1
5583,3478,0.4649,deplain_apa_doc,apa_lha,A2,B1
5584,3381,0.4133,deplain_apa_doc,apa_lha,A2,B1
5585,2744,0.4909,deplain_apa_doc,apa_lha,A2,A2
5586,3187,0.4714,deplain_apa_doc,apa_lha,A2,A2
5587,2229,0.4486,deplain_apa_doc,apa_lha,A2,A2
5588,2173,0.5257,deplain_apa_doc,apa_lha,A2,A2
5589,2032,0.5492,deplain_apa_doc,apa_lha,A2,A2
5590,2131,0.4292,deplain_apa_doc,apa_lha,A2,A2
5591,2223,0.3699,deplain_apa_doc,apa_lha,A2,A2
5592,3942,0.5315,deplain_apa_doc,apa_lha,A2,B1
5593,1875,0.7637,deplain_apa_doc,apa_lha,A2,A2
5594,1980,0.5812,deplain_apa_doc,apa_lha,A2,A2
5595,2026,0.5407,deplain_apa_doc,apa_lha,A2,A2
5596,2367,0.6665,deplain_apa_doc,apa_lha,A2,A2
5597,2356,0.5426,deplain_apa_doc,apa_lha,A2,A2
5598,2190,0.5155,deplain_apa_doc,apa_lha,A2,A2
5599,1989,0.6522,deplain_apa_doc,apa_lha,A2,A2
5600,2076,0.5808,deplain_apa_doc,apa_lha,A2,A2
5601,4506,0.4693,deplain_apa_doc,apa_lha,A2,B1
5602,2367,0.5781,deplain_apa_doc,apa_lha,A2,A2
5603,3381,0.4285,deplain_apa_doc,apa_lha,A2,B1
5604,2110,0.4867,deplain_apa_doc,apa_lha,A2,A2
5605,2087,0.3871,deplain_apa_doc,apa_lha,A2,A2
5606,2269,0.4267,deplain_apa_doc,apa_lha,A2,A2
5607,2254,0.5674,deplain_apa_doc,apa_lha,A2,A2
5608,2158,0.485,deplain_apa_doc,apa_lha,A2,A2
5609,1879,0.4986,deplain_apa_doc,apa_lha,A2,A2
5610,2344,0.5113,deplain_apa_doc,apa_lha,A2,A2
5611,1985,0.4808,deplain_apa_doc,apa_lha,A2,A2
5612,2254,0.6129,deplain_apa_doc,apa_lha,A2,A2
5613,2005,0.4843,deplain_apa_doc,apa_lha,A2,A2
5614,2238,0.4293,deplain_apa_doc,apa_lha,A2,A2
5615,1559,0.5731,deplain_apa_doc,apa_lha,A2,A2
5616,1959,0.5707,deplain_apa_doc,apa_lha,A2,A2
5617,2046,0.6012,deplain_apa_doc,apa_lha,A2,A2
5618,1912,0.5163,deplain_apa_doc,apa_lha,A2,A2
5619,2331,0.482,deplain_apa_doc,apa_lha,A2,A2
5620,3689,0.4821,deplain_apa_doc,apa_lha,A2,B1
5621,3800,0.6301,deplain_apa_doc,apa_lha,A2,B1
5622,2046,0.5686,deplain_apa_doc,apa_lha,A2,A2
5623,2206,0.5893,deplain_apa_doc,apa_lha,A2,A2
5624,2153,0.5281,deplain_apa_doc,apa_lha,A2,A2
5625,2255,0.5002,deplain_apa_doc,apa_lha,A2,A2
5626,2073,0.4334,deplain_apa_doc,apa_lha,A2,A2
5627,1964,0.4859,deplain_apa_doc,apa_lha,A2,A2
5628,1907,0.4917,deplain_apa_doc,apa_lha,A2,A2
5629,2163,0.4434,deplain_apa_doc,apa_lha,A2,A2
5630,2049,0.4643,deplain_apa_doc,apa_lha,A2,A2
5631,2301,0.4977,deplain_apa_doc,apa_lha,A2,A2
5632,2056,0.6084,deplain_apa_doc,apa_lha,A2,A2
5633,2055,0.649,deplain_apa_doc,apa_lha,A2,A2
5634,2340,0.4854,deplain_apa_doc,apa_lha,A2,A2
5635,2379,0.5511,deplain_apa_doc,apa_lha,A2,A2
5636,1939,0.4234,deplain_apa_doc,apa_lha,A2,A2
5637,2013,0.5609,deplain_apa_doc,apa_lha,A2,A2
5638,2042,0.5682,deplain_apa_doc,apa_lha,A2,A2
5639,2001,0.6,deplain_apa_doc,apa_lha,A2,A2
5640,2115,0.4507,deplain_apa_doc,apa_lha,A2,A2
5641,3680,0.4702,deplain_apa_doc,apa_lha,A2,B1
5642,1950,0.5037,deplain_apa_doc,apa_lha,A2,A2
5643,2130,0.3936,deplain_apa_doc,apa_lha,A2,A2
5644,2232,0.4583,deplain_apa_doc,apa_lha,A2,A2
5645,2216,0.5252,deplain_apa_doc,apa_lha,A2,A2
5646,2296,0.4184,deplain_apa_doc,apa_lha,A2,A2
5647,1945,0.5426,deplain_apa_doc,apa_lha,A2,A2
5648,3761,0.4743,deplain_apa_doc,apa_lha,A2,B1
5649,2115,0.4073,deplain_apa_doc,apa_lha,A2,A2
5650,2232,0.5728,deplain_apa_doc,apa_lha,A2,A2
5651,2082,0.5874,deplain_apa_doc,apa_lha,A2,A2
5652,3704,0.5632,deplain_apa_doc,apa_lha,A2,B1
5653,1962,0.4961,deplain_apa_doc,apa_lha,A2,A2
5654,2940,0.4726,deplain_apa_doc,apa_lha,A2,A2
5655,4611,0.4731,deplain_apa_doc,apa_lha,A2,B1
5656,3844,0.5453,deplain_apa_doc,apa_lha,A2,B1
5657,2104,0.5893,deplain_apa_doc,apa_lha,A2,A2
5658,2240,0.4973,deplain_apa_doc,apa_lha,A2,A2
5659,1723,0.5164,deplain_apa_doc,apa_lha,A2,A2
5660,3910,0.4344,deplain_apa_doc,apa_lha,A2,B1
5661,2271,0.4096,deplain_apa_doc,apa_lha,A2,A2
5662,2372,0.534,deplain_apa_doc,apa_lha,A2,A2
5663,2382,0.5461,deplain_apa_doc,apa_lha,A2,A2
5664,2219,0.5191,deplain_apa_doc,apa_lha,A2,A2
5665,1994,0.5001,deplain_apa_doc,apa_lha,A2,A2
5666,2140,0.4717,deplain_apa_doc,apa_lha,A2,A2
5667,2370,0.6026,deplain_apa_doc,apa_lha,A2,A2
5668,2099,0.4783,deplain_apa_doc,apa_lha,A2,A2
5669,2942,0.5543,deplain_apa_doc,apa_lha,A2,A2
5670,1994,0.6293,deplain_apa_doc,apa_lha,A2,A2
5671,2029,0.4618,deplain_apa_doc,apa_lha,A2,A2
5672,3777,0.3998,deplain_apa_doc,apa_lha,A2,B1
5673,1868,0.477,deplain_apa_doc,apa_lha,A2,A2
5674,2311,0.4519,deplain_apa_doc,apa_lha,A2,A2
5675,1888,0.5576,deplain_apa_doc,apa_lha,A2,A2
5676,2376,0.5477,deplain_apa_doc,apa_lha,A2,A2
5677,1941,0.5541,deplain_apa_doc,apa_lha,A2,A2
5678,2376,0.4847,deplain_apa_doc,apa_lha,A2,A2
5679,3961,0.3823,deplain_apa_doc,apa_lha,A2,B1
5680,1886,0.4791,deplain_apa_doc,apa_lha,A2,A2
5681,2068,0.4467,deplain_apa_doc,apa_lha,A2,A2
5682,2094,0.4934,deplain_apa_doc,apa_lha,A2,A2
5683,3832,0.4614,deplain_apa_doc,apa_lha,A2,B1
5684,3381,0.5045,deplain_apa_doc,apa_lha,A2,B1
5685,2099,0.5784,deplain_apa_doc,apa_lha,A2,A2
